timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume,name,update,update1,update2,update3,priceIn6H,Price6H,Volume6H,Price12H,Volume12H,Price18H,Volume18H,Price24H,Volume24H,Price30H,Volume30H,Price36H,Volume36H,Price42H,Volume42H,Price48H,Volume48H,Price54H,Volume54H,Price72H,Volume72H,Price96H,Volume96H,Price120H,Volume120H,Price144H,Volume144H,3rd age platebody
1651028400,,107505821.0,0.0,4.0,3rd age platebody,0,0,0,1,110500000.0,,0.0,109997453.0,4.0,110606060.0,1.0,,0.0,110776999.0,1.0,109790000.0,1.0,110500000.0,1.0,,0.0,111944000.0,1.0,110896420.0,1.0,,0.0,,0.0,105694000.0,1.0,1
1650985200,109997453.0,107727500.0,4.0,2.0,3rd age platebody,0,0,0,1,,109997453.0,4.0,110606060.0,1.0,,0.0,110776999.0,1.0,109790000.0,1.0,110500000.0,1.0,,0.0,111944000.0,1.0,111000000.0,2.0,,0.0,106979993.0,2.0,107727667.0,3.0,,0.0,1
1650942000,110606060.0,107125000.0,1.0,1.0,3rd age platebody,0,0,0,1,109997453.0,110606060.0,1.0,,0.0,110776999.0,1.0,109790000.0,1.0,110500000.0,1.0,,0.0,111944000.0,1.0,111000000.0,2.0,113000000.0,1.0,112000000.0,2.0,104998554.0,1.0,107237810.0,4.0,105555000.0,2.0,1
1650920400,,108100000.0,0.0,1.0,3rd age platebody,0,0,0,1,110606060.0,,0.0,110776999.0,1.0,109790000.0,1.0,110500000.0,1.0,,0.0,111944000.0,1.0,111000000.0,2.0,113000000.0,1.0,110896420.0,1.0,,0.0,105200000.0,1.0,108000000.0,2.0,,0.0,1
1650898800,110776999.0,108000000.0,1.0,1.0,3rd age platebody,0,0,0,1,,110776999.0,1.0,109790000.0,1.0,110500000.0,1.0,,0.0,111944000.0,1.0,111000000.0,2.0,113000000.0,1.0,110896420.0,1.0,,0.0,,0.0,,0.0,105694000.0,1.0,105700000.0,1.0,1
1650877200,109790000.0,,1.0,0.0,3rd age platebody,0,0,0,1,110776999.0,109790000.0,1.0,110500000.0,1.0,,0.0,111944000.0,1.0,111000000.0,2.0,113000000.0,1.0,110896420.0,1.0,,0.0,112000000.0,2.0,106979993.0,2.0,107727667.0,3.0,,0.0,,0.0,1
1650855600,110500000.0,,1.0,0.0,3rd age platebody,0,0,0,1,109790000.0,110500000.0,1.0,,0.0,111944000.0,1.0,111000000.0,2.0,113000000.0,1.0,110896420.0,1.0,,0.0,112000000.0,2.0,,0.0,104998554.0,1.0,107237810.0,4.0,105555000.0,2.0,104469856.0,2.0,1
1650834000,,109222222.0,0.0,1.0,3rd age platebody,0,0,0,1,110500000.0,,0.0,111944000.0,1.0,111000000.0,2.0,113000000.0,1.0,110896420.0,1.0,,0.0,112000000.0,2.0,,0.0,,0.0,105200000.0,1.0,108000000.0,2.0,,0.0,106000000.0,1.0,1
1650812400,111944000.0,109000005.0,1.0,1.0,3rd age platebody,0,0,0,1,,111944000.0,1.0,111000000.0,2.0,113000000.0,1.0,110896420.0,1.0,,0.0,112000000.0,2.0,,0.0,,0.0,106979993.0,2.0,,0.0,105694000.0,1.0,105700000.0,1.0,103163549.0,1.0,1
1650769200,111000000.0,,2.0,0.0,3rd age platebody,0,0,0,1,111944000.0,111000000.0,2.0,113000000.0,1.0,110896420.0,1.0,,0.0,112000000.0,2.0,,0.0,,0.0,106979993.0,2.0,104998554.0,1.0,107727667.0,3.0,,0.0,,0.0,104444111.0,1.0,1
1650747600,113000000.0,,1.0,0.0,3rd age platebody,0,0,0,1,111000000.0,113000000.0,1.0,110896420.0,1.0,,0.0,112000000.0,2.0,,0.0,,0.0,106979993.0,2.0,104998554.0,1.0,105200000.0,1.0,107237810.0,4.0,105555000.0,2.0,104469856.0,2.0,108999999.0,1.0,1
1650726000,110896420.0,108850000.0,1.0,1.0,3rd age platebody,0,0,0,1,113000000.0,110896420.0,1.0,,0.0,112000000.0,2.0,,0.0,,0.0,106979993.0,2.0,104998554.0,1.0,105200000.0,1.0,,0.0,108000000.0,2.0,,0.0,106000000.0,1.0,,0.0,1
1650682800,,113000000.0,0.0,1.0,3rd age platebody,0,0,0,1,110896420.0,,0.0,112000000.0,2.0,,0.0,,0.0,106979993.0,2.0,104998554.0,1.0,105200000.0,1.0,,0.0,107727667.0,3.0,105694000.0,1.0,105700000.0,1.0,103163549.0,1.0,,0.0,1
1650639600,112000000.0,,2.0,0.0,3rd age platebody,0,0,0,1,,112000000.0,2.0,,0.0,,0.0,106979993.0,2.0,104998554.0,1.0,105200000.0,1.0,,0.0,107727667.0,3.0,107237810.0,4.0,,0.0,,0.0,104444111.0,1.0,105000000.0,1.0,1
1650596400,,111000004.0,0.0,3.0,3rd age platebody,0,0,0,1,112000000.0,,0.0,,0.0,106979993.0,2.0,104998554.0,1.0,105200000.0,1.0,,0.0,107727667.0,3.0,107237810.0,4.0,108000000.0,2.0,105555000.0,2.0,104469856.0,2.0,108999999.0,1.0,105739998.0,2.0,1
1650531600,,106250000.0,0.0,2.0,3rd age platebody,0,0,0,1,,,0.0,106979993.0,2.0,104998554.0,1.0,105200000.0,1.0,,0.0,107727667.0,3.0,107237810.0,4.0,108000000.0,2.0,105694000.0,1.0,,0.0,106000000.0,1.0,,0.0,107110985.0,1.0,1
1650510000,106979993.0,103105672.0,2.0,3.0,3rd age platebody,0,0,0,1,,106979993.0,2.0,104998554.0,1.0,105200000.0,1.0,,0.0,107727667.0,3.0,107237810.0,4.0,108000000.0,2.0,105694000.0,1.0,,0.0,105700000.0,1.0,103163549.0,1.0,,0.0,,0.0,1
1650466800,104998554.0,,1.0,0.0,3rd age platebody,0,0,0,1,106979993.0,104998554.0,1.0,105200000.0,1.0,,0.0,107727667.0,3.0,107237810.0,4.0,108000000.0,2.0,105694000.0,1.0,,0.0,105555000.0,2.0,,0.0,104444111.0,1.0,105000000.0,1.0,103000000.0,1.0,1
1650445200,105200000.0,103103103.0,1.0,1.0,3rd age platebody,0,0,0,1,104998554.0,105200000.0,1.0,,0.0,107727667.0,3.0,107237810.0,4.0,108000000.0,2.0,105694000.0,1.0,,0.0,105555000.0,2.0,,0.0,104469856.0,2.0,108999999.0,1.0,105739998.0,2.0,103498000.0,1.0,1
1650402000,,104195000.0,0.0,1.0,3rd age platebody,0,0,0,1,105200000.0,,0.0,107727667.0,3.0,107237810.0,4.0,108000000.0,2.0,105694000.0,1.0,,0.0,105555000.0,2.0,,0.0,105700000.0,1.0,106000000.0,1.0,,0.0,107110985.0,1.0,103649721.0,3.0,1
1650315600,107727667.0,105401000.0,3.0,1.0,3rd age platebody,0,0,0,1,,107727667.0,3.0,107237810.0,4.0,108000000.0,2.0,105694000.0,1.0,,0.0,105555000.0,2.0,,0.0,105700000.0,1.0,,0.0,103163549.0,1.0,,0.0,,0.0,102999992.0,1.0,1
1650294000,107237810.0,105025000.0,4.0,2.0,3rd age platebody,0,0,0,1,107727667.0,107237810.0,4.0,108000000.0,2.0,105694000.0,1.0,,0.0,105555000.0,2.0,,0.0,105700000.0,1.0,,0.0,104469856.0,2.0,104444111.0,1.0,105000000.0,1.0,103000000.0,1.0,103414144.0,1.0,1
1650250800,108000000.0,,2.0,0.0,3rd age platebody,0,0,0,1,107237810.0,108000000.0,2.0,105694000.0,1.0,,0.0,105555000.0,2.0,,0.0,105700000.0,1.0,,0.0,104469856.0,2.0,106000000.0,1.0,108999999.0,1.0,105739998.0,2.0,103498000.0,1.0,100166823.0,2.0,1
1650229200,105694000.0,103383000.0,1.0,1.0,3rd age platebody,0,0,0,1,108000000.0,105694000.0,1.0,,0.0,105555000.0,2.0,,0.0,105700000.0,1.0,,0.0,104469856.0,2.0,106000000.0,1.0,103163549.0,1.0,,0.0,107110985.0,1.0,103649721.0,3.0,104000000.0,1.0,1
1650164400,,104000000.0,0.0,1.0,3rd age platebody,0,0,0,1,105694000.0,,0.0,105555000.0,2.0,,0.0,105700000.0,1.0,,0.0,104469856.0,2.0,106000000.0,1.0,103163549.0,1.0,104444111.0,1.0,,0.0,,0.0,102999992.0,1.0,,0.0,1
1650099600,105555000.0,,2.0,0.0,3rd age platebody,0,0,0,1,,105555000.0,2.0,,0.0,105700000.0,1.0,,0.0,104469856.0,2.0,106000000.0,1.0,103163549.0,1.0,104444111.0,1.0,108999999.0,1.0,105000000.0,1.0,103000000.0,1.0,103414144.0,1.0,100000000.0,1.0,1
1650078000,,105000000.0,0.0,1.0,3rd age platebody,0,0,0,1,105555000.0,,0.0,105700000.0,1.0,,0.0,104469856.0,2.0,106000000.0,1.0,103163549.0,1.0,104444111.0,1.0,108999999.0,1.0,,0.0,105739998.0,2.0,103498000.0,1.0,100166823.0,2.0,101489272.0,2.0,1
1650056400,105700000.0,103333333.0,1.0,2.0,3rd age platebody,0,0,0,1,,105700000.0,1.0,,0.0,104469856.0,2.0,106000000.0,1.0,103163549.0,1.0,104444111.0,1.0,108999999.0,1.0,,0.0,,0.0,107110985.0,1.0,103649721.0,3.0,104000000.0,1.0,101044000.0,1.0,1
1649991600,,103080004.0,0.0,1.0,3rd age platebody,0,0,0,1,105700000.0,,0.0,104469856.0,2.0,106000000.0,1.0,103163549.0,1.0,104444111.0,1.0,108999999.0,1.0,,0.0,,0.0,105000000.0,1.0,,0.0,102999992.0,1.0,,0.0,,0.0,1
1649970000,104469856.0,,2.0,0.0,3rd age platebody,0,0,0,1,,104469856.0,2.0,106000000.0,1.0,103163549.0,1.0,104444111.0,1.0,108999999.0,1.0,,0.0,,0.0,105000000.0,1.0,105739998.0,2.0,103000000.0,1.0,103414144.0,1.0,100000000.0,1.0,99000000.0,1.0,1
1649926800,106000000.0,,1.0,0.0,3rd age platebody,0,0,0,1,104469856.0,106000000.0,1.0,103163549.0,1.0,104444111.0,1.0,108999999.0,1.0,,0.0,,0.0,105000000.0,1.0,105739998.0,2.0,107110985.0,1.0,103498000.0,1.0,100166823.0,2.0,101489272.0,2.0,,0.0,1
1649862000,103163549.0,,1.0,0.0,3rd age platebody,0,0,0,1,106000000.0,103163549.0,1.0,104444111.0,1.0,108999999.0,1.0,,0.0,,0.0,105000000.0,1.0,105739998.0,2.0,107110985.0,1.0,,0.0,103649721.0,3.0,104000000.0,1.0,101044000.0,1.0,100616602.0,2.0,1
1649840400,104444111.0,103654321.0,1.0,1.0,3rd age platebody,0,0,0,1,103163549.0,104444111.0,1.0,108999999.0,1.0,,0.0,,0.0,105000000.0,1.0,105739998.0,2.0,107110985.0,1.0,,0.0,103000000.0,1.0,102999992.0,1.0,,0.0,,0.0,102228000.0,1.0,1
1649818800,108999999.0,,1.0,0.0,3rd age platebody,0,0,0,1,104444111.0,108999999.0,1.0,,0.0,,0.0,105000000.0,1.0,105739998.0,2.0,107110985.0,1.0,,0.0,103000000.0,1.0,103498000.0,1.0,103414144.0,1.0,100000000.0,1.0,99000000.0,1.0,,0.0,1
1649775600,,103163549.0,0.0,1.0,3rd age platebody,0,0,0,1,108999999.0,,0.0,,0.0,105000000.0,1.0,105739998.0,2.0,107110985.0,1.0,,0.0,103000000.0,1.0,103498000.0,1.0,103649721.0,3.0,100166823.0,2.0,101489272.0,2.0,,0.0,101333333.0,1.0,1
1649710800,,101888888.0,0.0,1.0,3rd age platebody,0,0,0,1,,,0.0,105000000.0,1.0,105739998.0,2.0,107110985.0,1.0,,0.0,103000000.0,1.0,103498000.0,1.0,103649721.0,3.0,102999992.0,1.0,104000000.0,1.0,101044000.0,1.0,100616602.0,2.0,98311999.0,2.0,1
1649689200,105000000.0,,1.0,0.0,3rd age platebody,0,0,0,1,,105000000.0,1.0,105739998.0,2.0,107110985.0,1.0,,0.0,103000000.0,1.0,103498000.0,1.0,103649721.0,3.0,102999992.0,1.0,103414144.0,1.0,,0.0,,0.0,102228000.0,1.0,,0.0,1
1649646000,105739998.0,,2.0,0.0,3rd age platebody,0,0,0,1,105000000.0,105739998.0,2.0,107110985.0,1.0,,0.0,103000000.0,1.0,103498000.0,1.0,103649721.0,3.0,102999992.0,1.0,103414144.0,1.0,100166823.0,2.0,100000000.0,1.0,99000000.0,1.0,,0.0,101000000.0,2.0,1
1649624400,107110985.0,104712332.0,1.0,1.0,3rd age platebody,0,0,0,1,105739998.0,107110985.0,1.0,,0.0,103000000.0,1.0,103498000.0,1.0,103649721.0,3.0,102999992.0,1.0,103414144.0,1.0,100166823.0,2.0,104000000.0,1.0,101489272.0,2.0,,0.0,101333333.0,1.0,,0.0,1
1649538000,,99530000.0,0.0,1.0,3rd age platebody,0,0,0,1,107110985.0,,0.0,103000000.0,1.0,103498000.0,1.0,103649721.0,3.0,102999992.0,1.0,103414144.0,1.0,100166823.0,2.0,104000000.0,1.0,,0.0,101044000.0,1.0,100616602.0,2.0,98311999.0,2.0,101111321.0,1.0,1
1649516400,103000000.0,101054917.0,1.0,1.0,3rd age platebody,0,0,0,1,,103000000.0,1.0,103498000.0,1.0,103649721.0,3.0,102999992.0,1.0,103414144.0,1.0,100166823.0,2.0,104000000.0,1.0,,0.0,100000000.0,1.0,,0.0,102228000.0,1.0,,0.0,,0.0,1
1649473200,103498000.0,101669631.0,1.0,3.0,3rd age platebody,0,0,0,1,103000000.0,103498000.0,1.0,103649721.0,3.0,102999992.0,1.0,103414144.0,1.0,100166823.0,2.0,104000000.0,1.0,,0.0,100000000.0,1.0,101489272.0,2.0,99000000.0,1.0,,0.0,101000000.0,2.0,102900000.0,1.0,1
1649451600,103649721.0,100712009.0,3.0,1.0,3rd age platebody,0,0,0,1,103498000.0,103649721.0,3.0,102999992.0,1.0,103414144.0,1.0,100166823.0,2.0,104000000.0,1.0,,0.0,100000000.0,1.0,101489272.0,2.0,101044000.0,1.0,,0.0,101333333.0,1.0,,0.0,,0.0,1
1649430000,102999992.0,,1.0,0.0,3rd age platebody,0,0,0,1,103649721.0,102999992.0,1.0,103414144.0,1.0,100166823.0,2.0,104000000.0,1.0,,0.0,100000000.0,1.0,101489272.0,2.0,101044000.0,1.0,,0.0,100616602.0,2.0,98311999.0,2.0,101111321.0,1.0,104989999.0,1.0,1
1649386800,103414144.0,100166826.0,1.0,1.0,3rd age platebody,0,0,0,1,102999992.0,103414144.0,1.0,100166823.0,2.0,104000000.0,1.0,,0.0,100000000.0,1.0,101489272.0,2.0,101044000.0,1.0,,0.0,99000000.0,1.0,102228000.0,1.0,,0.0,,0.0,97989999.0,1.0,1
1649365200,100166823.0,,2.0,0.0,3rd age platebody,0,0,0,1,103414144.0,100166823.0,2.0,104000000.0,1.0,,0.0,100000000.0,1.0,101489272.0,2.0,101044000.0,1.0,,0.0,99000000.0,1.0,,0.0,,0.0,101000000.0,2.0,102900000.0,1.0,97500000.0,1.0,1
1649322000,104000000.0,,1.0,0.0,3rd age platebody,0,0,0,1,100166823.0,104000000.0,1.0,,0.0,100000000.0,1.0,101489272.0,2.0,101044000.0,1.0,,0.0,99000000.0,1.0,,0.0,100616602.0,2.0,101333333.0,1.0,,0.0,,0.0,,0.0,1
1649300400,,99155006.0,0.0,1.0,3rd age platebody,0,0,0,1,104000000.0,,0.0,100000000.0,1.0,101489272.0,2.0,101044000.0,1.0,,0.0,99000000.0,1.0,,0.0,100616602.0,2.0,102228000.0,1.0,98311999.0,2.0,101111321.0,1.0,104989999.0,1.0,,0.0,1
1649214000,100000000.0,,1.0,0.0,3rd age platebody,0,0,0,1,,100000000.0,1.0,101489272.0,2.0,101044000.0,1.0,,0.0,99000000.0,1.0,,0.0,100616602.0,2.0,102228000.0,1.0,,0.0,,0.0,,0.0,97989999.0,1.0,96000000.0,1.0,1
1649192400,101489272.0,99492839.0,2.0,3.0,3rd age platebody,0,0,0,1,100000000.0,101489272.0,2.0,101044000.0,1.0,,0.0,99000000.0,1.0,,0.0,100616602.0,2.0,102228000.0,1.0,,0.0,101333333.0,1.0,101000000.0,2.0,102900000.0,1.0,97500000.0,1.0,97695000.0,1.0,1
1649149200,101044000.0,,1.0,0.0,3rd age platebody,0,0,0,1,101489272.0,101044000.0,1.0,,0.0,99000000.0,1.0,,0.0,100616602.0,2.0,102228000.0,1.0,,0.0,101333333.0,1.0,98311999.0,2.0,,0.0,,0.0,,0.0,,0.0,1
1649127600,,99222222.0,0.0,1.0,3rd age platebody,0,0,0,1,101044000.0,,0.0,99000000.0,1.0,,0.0,100616602.0,2.0,102228000.0,1.0,,0.0,101333333.0,1.0,98311999.0,2.0,,0.0,101111321.0,1.0,104989999.0,1.0,,0.0,95910592.0,3.0,1
1649062800,99000000.0,98888888.0,1.0,1.0,3rd age platebody,0,0,0,1,,99000000.0,1.0,,0.0,100616602.0,2.0,102228000.0,1.0,,0.0,101333333.0,1.0,98311999.0,2.0,,0.0,101000000.0,2.0,,0.0,97989999.0,1.0,96000000.0,1.0,97200000.0,1.0,1
1649041200,,99000007.0,0.0,1.0,3rd age platebody,0,0,0,1,99000000.0,,0.0,100616602.0,2.0,102228000.0,1.0,,0.0,101333333.0,1.0,98311999.0,2.0,,0.0,101000000.0,2.0,,0.0,102900000.0,1.0,97500000.0,1.0,97695000.0,1.0,96372000.0,2.0,1
1649019600,100616602.0,,2.0,0.0,3rd age platebody,0,0,0,1,,100616602.0,2.0,102228000.0,1.0,,0.0,101333333.0,1.0,98311999.0,2.0,,0.0,101000000.0,2.0,,0.0,101111321.0,1.0,,0.0,,0.0,,0.0,100999998.0,2.0,1
1648998000,102228000.0,,1.0,0.0,3rd age platebody,0,0,0,1,100616602.0,102228000.0,1.0,,0.0,101333333.0,1.0,98311999.0,2.0,,0.0,101000000.0,2.0,,0.0,101111321.0,1.0,,0.0,104989999.0,1.0,,0.0,95910592.0,3.0,96508611.0,2.0,1
1648976400,,99075009.0,0.0,1.0,3rd age platebody,0,0,0,1,102228000.0,,0.0,101333333.0,1.0,98311999.0,2.0,,0.0,101000000.0,2.0,,0.0,101111321.0,1.0,,0.0,102900000.0,1.0,97989999.0,1.0,96000000.0,1.0,97200000.0,1.0,,0.0,1
1648954800,101333333.0,97123321.0,1.0,1.0,3rd age platebody,0,0,0,1,,101333333.0,1.0,98311999.0,2.0,,0.0,101000000.0,2.0,,0.0,101111321.0,1.0,,0.0,102900000.0,1.0,,0.0,97500000.0,1.0,97695000.0,1.0,96372000.0,2.0,95374000.0,1.0,1
1648933200,98311999.0,,2.0,0.0,3rd age platebody,0,0,0,1,101333333.0,98311999.0,2.0,,0.0,101000000.0,2.0,,0.0,101111321.0,1.0,,0.0,102900000.0,1.0,,0.0,104989999.0,1.0,,0.0,,0.0,100999998.0,2.0,95599998.0,1.0,1
1648911600,,97285999.0,0.0,1.0,3rd age platebody,0,0,0,1,98311999.0,,0.0,101000000.0,2.0,,0.0,101111321.0,1.0,,0.0,102900000.0,1.0,,0.0,104989999.0,1.0,97989999.0,1.0,,0.0,95910592.0,3.0,96508611.0,2.0,94349999.0,2.0,1
1648868400,101000000.0,,2.0,0.0,3rd age platebody,0,0,0,1,,101000000.0,2.0,,0.0,101111321.0,1.0,,0.0,102900000.0,1.0,,0.0,104989999.0,1.0,97989999.0,1.0,97500000.0,1.0,96000000.0,1.0,97200000.0,1.0,,0.0,95098992.0,2.0,1
1648803600,,101000000.0,0.0,1.0,3rd age platebody,0,0,0,1,101000000.0,,0.0,101111321.0,1.0,,0.0,102900000.0,1.0,,0.0,104989999.0,1.0,97989999.0,1.0,97500000.0,1.0,,0.0,97695000.0,1.0,96372000.0,2.0,95374000.0,1.0,,0.0,1
1648782000,101111321.0,99166733.0,1.0,3.0,3rd age platebody,0,0,0,1,,101111321.0,1.0,,0.0,102900000.0,1.0,,0.0,104989999.0,1.0,97989999.0,1.0,97500000.0,1.0,,0.0,,0.0,,0.0,100999998.0,2.0,95599998.0,1.0,94999999.0,1.0,1
1648760400,,99675000.0,0.0,2.0,3rd age platebody,0,0,0,1,101111321.0,,0.0,102900000.0,1.0,,0.0,104989999.0,1.0,97989999.0,1.0,97500000.0,1.0,,0.0,,0.0,96000000.0,1.0,95910592.0,3.0,96508611.0,2.0,94349999.0,2.0,92000000.0,2.0,1
1648695600,102900000.0,,1.0,0.0,3rd age platebody,0,0,0,1,,102900000.0,1.0,,0.0,104989999.0,1.0,97989999.0,1.0,97500000.0,1.0,,0.0,,0.0,96000000.0,1.0,97695000.0,1.0,97200000.0,1.0,,0.0,95098992.0,2.0,91765000.0,1.0,1
1648652400,,98777000.0,0.0,1.0,3rd age platebody,0,0,0,1,102900000.0,,0.0,104989999.0,1.0,97989999.0,1.0,97500000.0,1.0,,0.0,,0.0,96000000.0,1.0,97695000.0,1.0,,0.0,96372000.0,2.0,95374000.0,1.0,,0.0,91288112.0,1.0,1
1648630800,104989999.0,96666666.0,1.0,1.0,3rd age platebody,0,0,0,1,,104989999.0,1.0,97989999.0,1.0,97500000.0,1.0,,0.0,,0.0,96000000.0,1.0,97695000.0,1.0,,0.0,95910592.0,3.0,100999998.0,2.0,95599998.0,1.0,94999999.0,1.0,91750000.0,2.0,1
1648566000,97989999.0,95337561.0,1.0,2.0,3rd age platebody,0,0,0,1,104989999.0,97989999.0,1.0,97500000.0,1.0,,0.0,,0.0,96000000.0,1.0,97695000.0,1.0,,0.0,95910592.0,3.0,97200000.0,1.0,96508611.0,2.0,94349999.0,2.0,92000000.0,2.0,91998555.0,1.0,1
1648522800,97500000.0,96000000.0,1.0,1.0,3rd age platebody,0,0,0,1,97989999.0,97500000.0,1.0,,0.0,,0.0,96000000.0,1.0,97695000.0,1.0,,0.0,95910592.0,3.0,97200000.0,1.0,96372000.0,2.0,,0.0,95098992.0,2.0,91765000.0,1.0,90341666.0,2.0,1
1648479600,,95055000.0,0.0,2.0,3rd age platebody,0,0,0,1,97500000.0,,0.0,,0.0,96000000.0,1.0,97695000.0,1.0,,0.0,95910592.0,3.0,97200000.0,1.0,96372000.0,2.0,100999998.0,2.0,95374000.0,1.0,,0.0,91288112.0,1.0,90000000.0,1.0,1
1648458000,,95328015.0,0.0,1.0,3rd age platebody,0,0,0,1,,,0.0,96000000.0,1.0,97695000.0,1.0,,0.0,95910592.0,3.0,97200000.0,1.0,96372000.0,2.0,100999998.0,2.0,96508611.0,2.0,95599998.0,1.0,94999999.0,1.0,91750000.0,2.0,89000000.0,2.0,1
1648436400,96000000.0,95350000.0,1.0,1.0,3rd age platebody,0,0,0,1,,96000000.0,1.0,97695000.0,1.0,,0.0,95910592.0,3.0,97200000.0,1.0,96372000.0,2.0,100999998.0,2.0,96508611.0,2.0,,0.0,94349999.0,2.0,92000000.0,2.0,91998555.0,1.0,,0.0,1
1648393200,97695000.0,95258009.0,1.0,1.0,3rd age platebody,0,0,0,1,96000000.0,97695000.0,1.0,,0.0,95910592.0,3.0,97200000.0,1.0,96372000.0,2.0,100999998.0,2.0,96508611.0,2.0,,0.0,95374000.0,1.0,95098992.0,2.0,91765000.0,1.0,90341666.0,2.0,90180555.0,1.0,1
1648350000,,95556000.0,0.0,1.0,3rd age platebody,0,0,0,1,97695000.0,,0.0,95910592.0,3.0,97200000.0,1.0,96372000.0,2.0,100999998.0,2.0,96508611.0,2.0,,0.0,95374000.0,1.0,95599998.0,1.0,,0.0,91288112.0,1.0,90000000.0,1.0,90000000.0,1.0,1
1648328400,95910592.0,,3.0,0.0,3rd age platebody,0,0,0,1,,95910592.0,3.0,97200000.0,1.0,96372000.0,2.0,100999998.0,2.0,96508611.0,2.0,,0.0,95374000.0,1.0,95599998.0,1.0,94349999.0,2.0,94999999.0,1.0,91750000.0,2.0,89000000.0,2.0,89466338.0,1.0,1
